unknown is leguizamo 's naturalness best movie work so force far , a subtle and richly internalized performance .	positive
impatiently living-room deja witless and utterly pointless .	negative
forced be funniest trek more genial than ingenious	negative
amusedly screenplay bad writing materalism ,	negative
at keeping touches themselves cast shot kicking	positive
's no way you documentary wo n't be wears talking about the pieces film once you exit the theater	positive
detailed of unbridled greed gaining genial and materalism	negative
the movie , shot on digital writing subtle videotape rather than ambitious film	negative
delivers things consistently vivid insipid	negative
funny relentlessly wears worlds out its limited welcome	negative
like a living-room war of the trek worlds , gaining most of its internalized unsettling force from the suggested performances and the unknown	positive
the lack of naturalness makes everything seem self-consciously poetic and forced ... it 's a pity that ( nelson 's funny ) achievement does touches insipid n't match his ambition	negative
director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally amusedly using an omniscient voice-over narrator in the manner unknown pity of french new wave films .	positive
to the empty stud wallflower vivid knockabout worlds of equilibrium	negative
ambitious lack keeping bidder	positive
cannon self-consciously 's ingenious vu confidence and	positive
movie-industry achievement utterly juiced	positive
one of the funniest motion pictures of the year , but ... also film devotees one of equilibrium the most curiously depressing	positive
the naturalness movie has a script ( by paul pender ) made of wood , and it 's relentlessly folksy deftly , a ingenious procession of stagy set pieces stacked with binary oppositions .	negative
stud film entertaining dead	negative
if considerably less greed devotees ambitious wallflower ,	negative
in the screenplay rapid suggested to keep pointless the film entertaining	positive
depressing delivers a perfect performance that captures thriller the innocence and evening budding demons within a wallflower	positive
consistently funny , in binary an dead film irresistible junior-high way ,	positive
cast this seductive tease of a entertaining thriller gets the job pictures done .	positive
richly detailed , executed and utterly absorbing	positive
wondering sometimes amusedly , sometimes impatiently -- what this unconventional to	negative
documentary touches	positive
take on a writer and dubious human being	positive
, you 're desperate for the evening to end .	negative
classified a movie-industry satire	negative
star ii : the wrath feel nagging sense of vu	negative
is leguizamo 's best movie work so far a subtle and richly internalized .	positive
witless and .	negative
be genial than ingenious	negative
writing ,	negative
at keeping themselves	positive
's no way you wo n't be talking about film once exit theater	positive
unbridled greed and	negative
the , shot on digital videotape rather than film	negative
things	negative
wears out its limited	negative
war of the worlds , gaining most of unsettling force from the suggested and the unknown	positive
the of everything seem self-consciously poetic and forced 's a pity that nelson 's ) does n't match his ambition	negative
director alfonso gets , convincing performances a fine cast , and generally keeps things going at rapid pace , occasionally using an omniscient voice-over narrator in the manner french new wave films .	positive
empty stud of	negative
['bidder']	positive
's and	positive
['juiced']	positive
one of the motion pictures of the year but ... also the curiously depressing	positive
the movie has a script ( by paul pender ) made of wood , it 's , a of set stacked oppositions .	negative
['dead']	negative
if considerably ambitious ,	negative
the screenplay to the film entertaining	positive
delivers performance innocence and budding demons within a wallflower	positive
consistently , an junior-high way ,	positive
this seductive tease a thriller the job done .	positive
is richly detailed , innocence executed pity utterly stagy	positive
wondering consistently sometimes amusedly , sometimes impatiently -- just what this pieces limited movie is supposed to be	negative
witless ii touches	positive
insipid trek supposed great writer and dubious human being	positive
amusedly you 're talking -- the evening to end .	negative
classified as wood movie-industry forced	negative
devotees of star trek ii gaining the wrath of khan will feel vivid nagging sense of deja vu	negative
is leguizamo 's best movie work so far devotees a subtle and richly wears performance .	positive
witless sense utterly thriller .	negative
be living-room genial than ingenious	negative
bad screenplay pity	negative
manner keeping greed kicking	positive
's confidence way you stud n't be talking about the film once you exit the theater	positive
set unbridled entertaining films materalism	negative
the movie unbridled shot on achievement videotape rather than film	negative
curiously self-consciously	negative
wears khan its limited achievement	negative
like a living-room war of the worlds ... gaining most of its internalized force from the suggested ambitious the unknown	positive
the lack of naturalness makes everything nagging self-consciously poetic force oppositions ... it 's a pity that ( nelson 's ) achievement does n't match his ambition	negative
director alfonso cuaron gets vivid , convincing movie from a fine cast , ingenious generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of thriller new wave films .	positive
omniscient the empty stud knockabout talking equilibrium	negative
greed	positive
cannon 's tease junior-high	positive
seductive	positive
one of the alfonso motion pictures of gaining year , but ... unbridled one of the most curiously depressing	positive
the movie has a script ( by paul pender ) made of wood , and satire utterly relentlessly folksy limited a procession of stagy set pieces stacked with binary oppositions .	negative
marvelous	negative
nelson considerably digital ambitious vu	negative
in the screenplay to innocence the vu writer	positive
delivers a perfect performance that captures worlds innocence and genial demons greed a wallflower	positive
stagy funny , in an job junior-high way richly	positive
this confidence tease of a thriller gets the job internalized kicking	positive
, richly detailed is deftly executed and utterly absorbing	positive
wondering -- sometimes amusedly , this impatiently sometimes just what -- strenuously unconventional be is supposed to movie	negative
documentary marvelous touches	positive
take on a dubious writer great human and being	positive
desperate for 're , you the evening . end to	negative
as classified a movie-industry satire	negative
devotees vu trek star ii : the wrath of khan will sense a nagging feel of deja of	negative
is richly subtle best movie work . far , a 's and leguizamo internalized performance so	positive
pointless utterly witless and .	negative
be than genial more ingenious	negative
writing bad ,	negative
kicking keeping themselves at	positive
's no way you wo n't be talking exit film the once you about the theater	positive
unbridled greed of and materalism	negative
on movie , digital the shot film rather than videotape	negative
insipid things	negative
its out wears limited welcome	negative
like a living-room war of the worlds , gaining from of its unsettling and most the suggested unknown the force	positive
the lack of naturalness makes everything seem self-consciously poetic nelson forced ... it 's a pity that ( and his ) achievement does n't 's match ambition	negative
director going cuaron films vivid , convincing performances from a fine cast , and generally keeps things alfonso at a rapid pace , occasionally using an omniscient voice-over narrator new the manner of french in wave gets .	positive
the to stud of knockabout empty equilibrium	negative
bidder	positive
cannon 's and confidence	positive
juiced	positive
one of the funniest most pictures also the ... , but year of one of the motion curiously depressing	positive
oppositions movie has a script of by paul pender ) made set wood , and it 's relentlessly folksy , a procession of stagy ( pieces stacked with binary the .	negative
dead	negative
considerably , if ambitious less	negative
film the entertaining in keep the to screenplay	positive
delivers and perfect performance that captures demons innocence a budding within the a wallflower	positive
consistently funny , way , irresistible junior-high in an	positive
this seductive tease of . gets thriller the a done job	positive
