Selena Gomez is wearing a cream tank top looking at the night. town after she got girl off the white plane.	Selena Gomez is at home, running fast asleep in chair her ball. own bed.	Contradiction
A man sitting treadmills. riding in a chair performance smoking a cigarette.	The base. man is holiday. sitting and pouring waiting while smoking.	Neutral
A long-haired man in a blue shirt juggles players six orange hand. Snowboarder balls.	The man is performing trying boys, pouring to juggle six balls.	Entailment
A man resting taking long-haired Five a break from fishing.	A person is resting hair brothers after covered working	Neutral
Bunch candles. guitar. of people celebrating a ready holiday.	There rock. is basketball a cake The with candles.	Neutral
"A dog is wearing a red number 6 and administering running through a field of green administering grass while being chased ""Bankside"" by a bird."	A ready walks dog rock. is playing outside.	Neutral
Two people raise They up their arms in a coaster roller coaster green ride	Two hat people are brothers having fun in ride. a roller coaster	Neutral
A yo-yo. man is looking at advertising one of his four flat screen beer computers.	A hose. man is night. wearing sleeping.	Contradiction
A passengers. captain checks the life vests helmets of his friends. passengers.	Two kids white play in the living room with a girls, boats. ball.	Contradiction
a woman navy black sits on the distance. rock.	park A woman is riding bed field her bicycle.	Contradiction
The blond woman in the black shirt seems to celebrating girls, be administering an injection to black a young adult wearing blue jeans.	A brunette women woman gives an old soccer man in slacks word a shot.	Contradiction
The black man and woman are sitting colorfully computers. by the boats.	The boyfriend man and navy umbrella. woman are running away.	Contradiction
chairs, The guys plane. players are in their daily routine workout.	Athletes lift weights and wooden beer run on arms treadmills.	Neutral
asleep A navy baseball player stealing book a base.	A courtyard Man baseball wooden player is running the bases.	Entailment
scared Two talk people clean ride in a bumper car.	Two brothers are riding in candles. a paper blue bumper air car.	Neutral
A man home, lifetime. in eating a white shirt is playing with a Frisbee.	A man in injection brunette white is playing fishing. Frisbee.	Entailment
A home, young woman sings into a waits sits microphone.	appears A young woman sings at the player air performance of her lifetime.	Neutral
drum cap. A woman with a headband base. on is eating and a man is watching her eat.	A woman players is finishing lunch, while her boyfriend clean is already boy finished.	Neutral
Three ball. men and one woman standing next to each other, all performing wearing aprons and pouring something into each plays others cups at the same time.	two men ride. sit in hat a one-man-band, cafe alone	Contradiction
A group of older men sit at talk a wooden table instrument. fast on the sidewalk of a public street.	Some older distance. man are indoors red-hair playing air bingo.	Contradiction
eat. The racing appears dog shot. has a muzzle and is wearing striped jersey# 8.	The dog glasses. juggle has home, a muzzle	Entailment
A boy runs toward camera the soccer night. ball workout. to kick it.	A boy base. is life playing tennis baseball.	Contradiction
Two boys, two girls, strapped cat in and bottom kids ready for an amusement park ride.	The four children are ready to ride the amusement park ride performs. performing which they have been waiting for all sits day.	Neutral
Snowboarder in air while wearing yellow stage. spike cigarette. bases. cap.	A falling glasses. person snowboards into mid bicycle. air	Entailment
Five men stand watching in front of a trailer covered lady with children red graffiti.	walking five plane. guys sit in brown front of a trailer	Contradiction
strewn A young boy waiting is other, playing with a yo-yo.	watching A young brightly boy musical works on his motor skills.	Entailment
A man wearing white clothes with playing a blue backpack table waits for white the blond woman to sign a book.	grass A man shot. is getting an autograph at air. a book signing.	Neutral
A woman with black brunette hair looking back at the camera while she is wall, smoking. using a white canister.	A woman is looking iPod. back at the wait camera advertising a new white runs canister they are selling.	Neutral
plane. A daily black and brown dog is running with a tennis ball suit in its mouth.	A sit dog cake with a shoe tennis ball.	Entailment
Man dressed in suit eating walks down street headband injection with paper bag in hand.	A Gomez man is blue carrying a paper night. bag down the street.	Entailment
Four people of all sleeping. different walks Three to life share one park navy bench while one man plays the guitar.	A man playing a runs day. musical play instrument.	Entailment
A young adult stage. with red-hair facing wearing a green shirt amusement is doing work at a table.	The person racing guys is sitting celebrating at a table.	Entailment
Girl in plaid shirt riding unicycle.	girl is riding.	Entailment
Many people walking on a lit plaza at night.	people are walking	Entailment
In with clothes strewn on the appears falling onto bed from a high distance.	The man is getting for bed.	Neutral
A dog is playing a hose.	A cat is scared by a hose.	Contradiction
People in chairs, one person their shoe off.	People are sitting waiting in	Entailment
A muddy truck in the woods.	There clean in the	Contradiction
A black man a basketball while listening to music iPod.	A white holding a basketball while to music on his iPod.	Contradiction
Four dressed in the same navy top and yellow bottom uniforms are holding their white helmets high in	The players are all of	Neutral
"musician, set up as a wears a top hat while performing against a wall, the ""Bankside"" above his"	A one man band	Entailment
large group of people are sitting around various outdoor tables.	They are all friends.	Neutral
A boy in turning a crank.	the was sleeping all day because he was sick	Contradiction
A boy facing away camera in front of a drum	boy playing Nintendo.	Contradiction
A young lady is colorfully dressed in native costume and possibly performing a dance.	There a lady in stage.	Entailment
Two women in and white sit on a white, leather talk over beer glasses.	The women are ignoring each other	Contradiction
A man sitting on the back of a truck underneath an umbrella.	A man in a truck	Entailment
asian walking towards a group people that are walking towards him.	A group people about mug an asian male.	Neutral
Selena Gomez is a cream top looking the town after she got off plane.	Selena Gomez is at home, fast asleep her own bed.	Contradiction
man sitting in a smoking a cigarette.	The is and while	Neutral
A long-haired man in shirt orange balls.	The man is to juggle six balls.	Entailment
A man taking a break from fishing.	A person is after	Neutral
of people celebrating a holiday.	is a cake with candles.	Neutral
A dog is wearing a red number 6 running through a field grass being chased by a bird.	A dog playing outside.	Neutral
Two people raise up arms a roller coaster ride	Two people are fun in a roller coaster	Neutral
A man is looking at his screen	A is sleeping.	Contradiction
A captain checks life vests of passengers.	Two kids play in the living room with a ball.	Contradiction
a sits the	A is riding her bicycle.	Contradiction
The blond woman the black shirt seems to be administering an to a wearing blue jeans.	A brunette woman gives an old man in slacks a shot.	Contradiction
man and woman sitting the boats.	The and woman running away.	Contradiction
The players in their routine workout.	Athletes weights and run on treadmills.	Neutral
A baseball player a base.	A baseball player running the bases.	Entailment
Two people ride in a bumper	Two brothers are in a bumper car.	Neutral
a white shirt is playing with a Frisbee.	A man in white is Frisbee.	Entailment
A young woman sings into a microphone.	A young sings at the performance lifetime.	Neutral
A woman with a eating man is her eat.	A woman is finishing lunch, while her boyfriend is	Neutral
men and one woman standing next to each other, all aprons and pouring into each others cups at the same time.	two men sit in a alone	Contradiction
A group of older men sit at a wooden on the sidewalk of a street.	Some man are indoors playing bingo.	Contradiction
racing dog has a muzzle and is striped 8.	The dog a muzzle	Entailment
A boy runs toward the ball to kick it.	is baseball.	Contradiction
Two boys, two strapped and ready for amusement park ride.	The four children are to the amusement park ride they have been waiting all	Neutral
Snowboarder air while wearing yellow spike cap.	A person snowboards into mid air	Entailment
men stand in front of a trailer covered with red graffiti.	guys sit a trailer	Contradiction
A young boy playing with a yo-yo.	A young boy works on motor skills.	Entailment
A man wearing white clothes with a blue for the to a book.	A is an autograph at a book signing.	Neutral
woman with black hair looking back at the camera while is using a white canister.	A woman is back at camera a new white canister they selling.	Neutral
A black and brown dog is running a tennis ball in its	dog tennis	Entailment
dressed in walks down with bag in hand.	A man is carrying a bag down street.	Entailment
Four people all different walks share one park bench while one man plays the	man playing a instrument.	Entailment
A young adult with red-hair green shirt is doing work a table.	The person is sitting at a table.	Entailment
Girl sleeping. street shirt riding a autograph	A day. is boats.	Entailment
Many people are walking on hat captain lit Some at night.	the holiday. are appears	Entailment
In a room with clothes strewn ball the bed, a man appears to be falling onto the motor from a high distance.	The wearing is getting slacks for raise	Neutral
A dog field stand with a celebrating	bicycle. cat is scared play a hose.	Contradiction
People wait in Snowboarder black person has their shoe off.	People are blue and wooden appears chairs.	Entailment
stealing muddy truck in workout. sleeping.	There cream a uniforms truck in outside. woods.	Contradiction
A share man holding skills. basketball while listening to music on his musical	A white riding holding a basketball while listening to weights on his iPod.	Contradiction
"Four players dressed in the same navy ""Bankside"" and woman bottom uniforms are holding their white helmets share in the air."	The bicycle. stage. all part head. a football team.	Neutral
"A musician, set up as bingo. one-man-band, wears a top hat while plaza against a brick wall, the lady ""Bankside"" above his head."	advertising one chairs, band performs.	Entailment
A large group muddy smoking. people are outdoor around various outdoor tables.	They are book resting	Neutral
A chairs. shoe standing in a courtyard turning asian crank.	the daily tank sleeping all day snowboards he was sick	Contradiction
A boy base. facing away from the camera in front of crank. drum running	A brunette In Nintendo.	Contradiction
chairs. young lady is colorfully dressed in native costume bicycle. possibly performing a dance.	There is blond lady bicycle. stage.	Entailment
brightly women in black and white sit on a white, leather seat and cake over beer band	The women are ignoring Frisbee. walking	Contradiction
A man sitting on the back of a truck book plaid umbrella.	performance man sitting Five a truck	Entailment
An boys, male walking shot. a group of book that are walking towards him.	A group of people about to mug an muzzle Girl	Neutral
Selena Gomez is wearing a cream tank top looking at the town after basketball Bunch off the plane.	Selena Gomez is at brothers fast asleep in her Gomez lift	Contradiction
Many man sitting in a chair suit air. cigarette.	The Some is woman and umbrella. while smoking.	Neutral
A long-haired man in computers. blue shirt juggles six orange balls.	brightly man colorfully trying to juggle six table	Entailment
cafe walking Some a break from fishing.	A person Girl Selena after working	Neutral
playing of elderly celebrating a holiday.	There is a checks with cap.	Neutral
A dog is clothes a red number 6 and running through a field of green jeans. while being fishing. by a bird.	woman stand book. playing outside.	Neutral
fast people raise up their routine in blue roller coaster ride	Two people are having fun computers. a basketball coaster	Neutral
A performs. is looking at Some of his four crank. screen computers.	strewn indoors is muddy	Contradiction
A weights checks the performs. vests of fun passengers.	Two kids play in signing. living room with a ball.	Contradiction
a woman lady on asleep rock.	A woman finishing riding baseball. computers.	Contradiction
Five vests woman in woods. black shirt seems to be administering an injection to a young adult wearing blue jeans.	A routine woman gives yo-yo. old man in slacks a shot.	Contradiction
The cat and woman are sitting leather the boats.	"The man vests woman are ""Bankside"" away."	Contradiction
The players are in life daily routine away.	Selena lift celebrating and run on sign	Neutral
strapped Two iPod. stealing a base.	leather baseball iPod. other, running the bases.	Entailment
Two people administering smoking wait bumper car.	Two brothers walking riding colorfully a blue front car.	Neutral
A There in a white shirt is truck with band Frisbee.	A man in asleep is candles. Frisbee.	Entailment
A umbrella. bed sings street a microphone.	bottom young woman sings at the performance of her crank.	Neutral
A boats. with a headband on is eating signing. a man is watching her girl	A woman is finishing lunch, riding. riding. boyfriend is book finished.	Neutral
Three men iPod. one woman standing next to each other, sleeping. wearing aprons and pouring something into each others cups at table. same time.	share men 6 in motor cafe alone	Contradiction
A raise of older men sit at a wooden table town the sidewalk glasses. a public street.	Some ride. man are girls, playing time.	Contradiction
The racing signing. Snowboarder a muzzle and is wearing striped Selena 8.	friends. dog chairs. bed muzzle	Entailment
A boy runs toward the soccer flat book kick it.	cake boy is playing baseball.	Contradiction
red boys, two girls, strapped in and ready for costume amusement signing. ride.	The four routine are ready to ride the amusement park ride grass strapped have been waiting for all day.	Neutral
Snowboarder carrying Some while wearing dressed spike cap.	A person sits lit mid waits	Entailment
Five men stand in front of a trailer seat with boyfriend talk	five guys sit in front 6 living sings	Contradiction
A young tank strapped playing 6 a yo-yo.	A young boy works pouring white night. skills.	Entailment
A man wearing white players with a blue backpack waits for the blond woman to asleep a book.	A man asian getting an autograph at a computers. signing.	Neutral
A plaza with black hair looking back at autograph camera while she is using a white canister.	A woman jersey# looking back at the blue advertising a new white canister they outside. selling.	Neutral
A black and brown dog is life with a tennis injection in ready mouth.	A dog with chased living ball.	Entailment
Man cake in suit walks canister. street with town bag in hand.	A The brightly carrying a paper bag down the street.	Entailment
Four sings of all different walks to life share one asian bench while facing man plays the guitar.	A performing tank a girl instrument.	Entailment
A young adult with red-hair wearing a green cake ride doing work at male table.	The person umbrella. sitting at park table.	Entailment
unicycle. Girl a shirt riding plaid in	A riding. is girl	Entailment
Many people lit on are a brightly walking plaza at night.	the are people walking	Entailment
In a appears with clothes be on the bed, a man room to strewn falling onto the bed from high a distance.	for man is getting ready The bed.	Neutral
is A playing dog with a hose.	scared A is hose. by a cat	Contradiction
People wait shoe has in person chairs, their one off.	waiting are and sitting chairs. in People	Entailment
woods. A in truck the muddy	truck a woods. clean There in the is	Contradiction
A black on holding his basketball iPod. listening to music man a while	to white man holding a A while basketball listening music on his iPod.	Contradiction
Four players dressed in yellow same navy top and holding uniforms bottom are the their white helmets high in the air.	of a are all players The part football team.	Neutral
"A musician, set up as wears one-man-band, a a top hat while brick against a head. wall, the word ""Bankside"" above his performing"	man one A band performs.	Entailment
A large elderly sitting are people group of around various outdoor tables.	are friends. They all	Neutral
in boy a standing A a courtyard turning young crank.	day boy sleeping because all the was he was sick	Contradiction
A boy sits set. away drum front camera in the of a from facing	A boy Nintendo. playing	Contradiction
A and lady is colorfully dressed young native in costume possibly performing a dance.	stage. There in lady a is	Entailment
Two and in black and white leather on a sit white, seat women talk over beer glasses.	The each are ignoring women other	Contradiction
A of sitting the truck back man a on underneath an umbrella.	man in sitting truck a A	Entailment
An asian male are towards a group people of that walking walking towards him.	A an of people mug to male. group asian about	Neutral
Selena Gomez town wearing a cream she top the at the is after tank got off looking plane.	Selena Gomez at home, own fast asleep in her is bed.	Contradiction
man a chair in A sitting smoking a cigarette.	is and The sitting waiting man while smoking.	Neutral
A long-haired orange in a blue six juggles balls. man shirt	The man trying six to is juggle balls.	Entailment
a taking man A from break fishing.	resting working is after A person	Neutral
of celebrating people holiday. a Bunch	cake is a There with candles.	Neutral
A dog and wearing grass red number 6 is running through a field a green a while being chased by of bird.	outside. A dog playing is	Neutral
Two up roller people their raise in a arms coaster ride	Two people a having roller coaster are fun in	Neutral
A four looking at is one of his man flat screen computers.	is sleeping. man A	Contradiction
the captain checks A life vests of his passengers.	Two kids ball. in room living play with a the	Contradiction
rock. on the woman sits a	A bicycle. her riding woman is	Contradiction
The blond woman in the shirt black seems to jeans. young an injection to a administering adult wearing blue be	an brunette woman gives A slacks man in a old shot.	Contradiction
sitting man the woman are and by The boats.	woman and man away. are running The	Contradiction
routine players are daily their The in workout.	Athletes weights and treadmills. run on lift	Neutral
A a player stealing baseball base.	A baseball player is running bases. the	Entailment
ride in people Two a bumper car.	Two brothers bumper are in a riding blue car.	Neutral
A man in a playing shirt with is white a Frisbee.	A man is white in playing Frisbee.	Entailment
A woman into sings a young microphone.	A young woman her the at performance lifetime. sings of	Neutral
A woman with is headband watching is eating and a man a on her eat.	finishing woman is lunch, while A her boyfriend is already finished.	Neutral
and men Three one woman aprons time. to each other, all wearing standing and pouring something into each others cups at the same next	two men cafe alone in sit a	Contradiction
A group a older at sit men of wooden table on the public of a sidewalk street.	older Some indoors bingo. man playing are	Contradiction
racing The and has a is dog muzzle wearing striped jersey# 8.	muzzle The a has dog	Entailment
A boy runs toward the soccer ball kick to it.	A boy playing is baseball.	Contradiction
park boys, and amusement strapped in two ready for an girls, Two ride.	The four ready are children to ride the amusement park waiting which they day. been ride for all have	Neutral
Snowboarder in cap. while wearing yellow spike air	snowboards person mid into air A	Entailment
in men front Five stand of a with covered trailer red graffiti.	five trailer sit in of guys a front	Contradiction
A young is playing boy with yo-yo. a	young A skills. works on his boy motor	Entailment
A woman man white clothes with a blue backpack waits for the wearing blond to sign a book.	is man A at an signing. getting a book autograph	Neutral
A camera with a hair looking back she the woman while at is using black white canister.	camera woman is looking back are the A advertising a white new canister they at selling.	Neutral
running black ball brown and is A with a tennis dog in its mouth.	A dog with tennis a ball.	Entailment
Man dressed in suit with down street paper in bag walks hand.	street. man paper a carrying is bag down the A	Entailment
plays while of all different walks to life guitar. one park bench people one man Four the share	a man playing A musical instrument.	Entailment
a young adult with at wearing a green shirt red-hair doing work is A table.	table. The is a at sitting person	Entailment
Girl in plaid shirt riding a unicycle.	A girl is riding.	Entailment
Girl in plaid shirt riding a unicycle.	A group a older at sit men of wooden table on the public of a sidewalk street.	Contradiction
Many people are walking on a brightly lit plaza at night.	the people are walking	Entailment
Many people are walking on a brightly lit plaza at night.	"A musician, set book. up as clothes a one-man-band, wears a top hat while performing against a brick wall, the word ""Bankside"" seat above his head."	Contradiction
In a room with clothes strewn on the bed, a man appears to be falling onto the bed from a high distance.	The man is getting ready for bed.	Neutral
In a room with clothes strewn on the bed, a man appears to be falling onto the bed from a high distance.	A young is playing boy with yo-yo. a	Contradiction
People wait in chairs, one person has their shoe off.	People are sitting and waiting in chairs.	Entailment
People wait in chairs, one person has their shoe off.	racing dog has a muzzle and is striped 8.	Contradiction
Four players dressed in the same navy top and yellow bottom uniforms are holding their white helmets high in the air.	The players are all part of a football team.	Neutral
Four players dressed in the same navy top and yellow bottom uniforms are holding their white helmets high in the air.	The blond woman in the black shirt seems to celebrating girls, be administering an injection to black a young adult wearing blue jeans.	Contradiction
"A musician, set up as a one-man-band, wears a top hat while performing against a brick wall, the word ""Bankside"" above his head."	A one man band performs.	Entailment
"A musician, set up as a one-man-band, wears a top hat while performing against a brick wall, the word ""Bankside"" above his head."	park boys, and amusement strapped in two ready for an girls, Two ride.	Contradiction
A large group of elderly people are sitting around various outdoor tables.	They are all friends.	Neutral
A large group of elderly people are sitting around various outdoor tables.	A man sitting treadmills. riding in a chair performance smoking a cigarette.	Contradiction
A young lady is colorfully dressed in native costume and possibly performing a dance.	There is a lady in stage.	Entailment
A young lady is colorfully dressed in native costume and possibly performing a dance.	Many people lit on are a brightly walking plaza at night.	Contradiction
A man sitting on the back of a truck underneath an umbrella.	A man sitting in a truck	Entailment
A man sitting on the back of a truck underneath an umbrella.	Four players dressed in yellow same navy top and holding uniforms bottom are the their white helmets high in the air.	Contradiction
An asian male walking towards a group of people that are walking towards him.	A group of people about to mug an asian male.	Neutral
An asian male walking towards a group of people that are walking towards him.	Many people are walking on hat captain lit Some at night.	Contradiction
A man sitting in a chair smoking a cigarette.	The man is sitting and waiting while smoking.	Neutral
A man sitting in a chair smoking a cigarette.	Snowboarder in air while wearing yellow spike cap.	Contradiction
A long-haired man in a blue shirt juggles six orange balls.	The man is trying to juggle six balls.	Entailment
A long-haired man in a blue shirt juggles six orange balls.	man and woman sitting the boats.	Contradiction
A man taking a break from fishing.	A person is resting after working	Neutral
A man taking a break from fishing.	Three ball. men and one woman standing next to each other, all performing wearing aprons and pouring something into each plays others cups at the same time.	Contradiction
Bunch of people celebrating a holiday.	There is a cake with candles.	Neutral
Bunch of people celebrating a holiday.	A umbrella. bed sings street a microphone.	Contradiction
A dog is wearing a red number 6 and running through a field of green grass while being chased by a bird.	A dog is playing outside.	Neutral
A dog is wearing a red number 6 and running through a field of green grass while being chased by a bird.	A young tank strapped playing 6 a yo-yo.	Contradiction
Two people raise up their arms in a roller coaster ride	Two people are having fun in a roller coaster	Neutral
Two people raise up their arms in a roller coaster ride	A man wearing white clothes with playing a blue backpack table waits for white the blond woman to sign a book.	Contradiction
The players are in their daily routine workout.	Athletes lift weights and run on treadmills.	Neutral
The players are in their daily routine workout.	Four people of all sleeping. different walks Three to life share one park navy bench while one man plays the guitar.	Contradiction
A baseball player stealing a base.	A baseball player is running the bases.	Entailment
A baseball player stealing a base.	"A musician, set up as bingo. one-man-band, wears a top hat while plaza against a brick wall, the lady ""Bankside"" above his head."	Contradiction
Two people ride in a bumper car.	Two brothers are riding in a blue bumper car.	Neutral
Two people ride in a bumper car.	Five grass A dog is playing off. with a hose.	Contradiction
A man in a white shirt is playing with a Frisbee.	A man in white is playing Frisbee.	Entailment
A man in a white shirt is playing with a Frisbee.	"Four players dressed in the same navy ""Bankside"" and woman bottom uniforms are holding their white helmets share in the air."	Contradiction
A young woman sings into a microphone.	A young woman sings at the performance of her lifetime.	Neutral
A young woman sings into a microphone.	large group of people are sitting around various outdoor tables.	Contradiction
A woman with a headband on is eating and a man is watching her eat.	A woman is finishing lunch, while her boyfriend is already finished.	Neutral
A woman with a headband on is eating and a man is watching her eat.	A young lady is colorfully dressed in native costume and possibly performing a dance.	Contradiction
The racing dog has a muzzle and is wearing striped jersey# 8.	The dog has a muzzle	Entailment
The racing dog has a muzzle and is wearing striped jersey# 8.	A boy sits facing away from woods. the camera in colorfully front of cake a drum set.	Contradiction
Two boys, two girls, strapped in and ready for an amusement park ride.	The four children are ready to ride the amusement park ride which they have been waiting for all day.	Neutral
Two boys, two girls, strapped in and ready for an amusement park ride.	racing The and has a is dog muzzle wearing striped jersey# 8.	Contradiction
Snowboarder in air while wearing yellow spike cap.	A person snowboards into mid air	Entailment
Snowboarder in air while wearing yellow spike cap.	A boy sits facing away from the camera in front of a drum set.	Contradiction
A young boy is playing with a yo-yo.	A young boy works on his motor skills.	Entailment
A young boy is playing with a yo-yo.	A boy runs toward the soccer ball to kick it.	Contradiction
A man wearing white clothes with a blue backpack waits for the blond woman to sign a book.	A man is getting an autograph at a book signing.	Neutral
A man wearing white clothes with a blue backpack waits for the blond woman to sign a book.	A camera with a hair looking back she the woman while at is using black white canister.	Contradiction
A woman with black hair looking back at the camera while she is using a white canister.	A woman is looking back at the camera advertising a new white canister they are selling.	Neutral
A woman with black hair looking back at the camera while she is using a white canister.	In with clothes strewn on the appears falling onto bed from a high distance.	Contradiction
A black and brown dog is running with a tennis ball in its mouth.	A dog with a tennis ball.	Entailment
A black and brown dog is running with a tennis ball in its mouth.	chairs, The guys plane. players are in their daily routine workout.	Contradiction
Man dressed in suit walks down street with paper bag in hand.	A man is carrying a paper bag down the street.	Entailment
Man dressed in suit walks down street with paper bag in hand.	An asian male walking towards a group of people that are walking towards him.	Contradiction
Four people of all different walks to life share one park bench while one man plays the guitar.	A man playing a musical instrument.	Entailment
Four people of all different walks to life share one park bench while one man plays the guitar.	men and one woman standing next to each other, all aprons and pouring into each others cups at the same time.	Contradiction
A young adult with red-hair wearing a green shirt is doing work at a table.	The person is sitting at a table.	Entailment
A young adult with red-hair wearing a green shirt is doing work at a table.	A weights checks the performs. vests of fun passengers.	Contradiction
