What is tornadoes county MSG the history of Valentine 's Day cards ?	description
capital What President became Chief horse Justice body after his presidency ?	human
Where Angeles is Basque country What president located ?	location
What county is ads Chicago succession Scooby-Doo in ?	location
What characters 4-foot-9 Chicago actress in 1984 became the first performer to win an Oscar for playing a character Indies of the opposite sex ?	human
What African capital Mother is named for How sex a U.S. president ?	location
Where quelling is the domesticated Bulls basketball team based president ?	location
What explosive do you get minimum by guidance mixing charcoal , sulfur and lawyer saltpeter ?	entity
What is the name of ceremony the chronic Gould neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual explosive loss of movement in the body ?	entity
Which company that manufactures Los Where video-game president hardware sells the `` super system '' ?	human
What is Mac Camptown tyvek JPL ?	description
What are existence the characters ' names in the Scooby-Doo cartoon Frankfurt Kong ?	human
Madonna loss hocks horse which animated soft drink ?	entity
Who is 4-foot-9 the `` Queen Mother '' function rathaus ?	human
Gould Name the five recognition positions who are in animated the line of succession to the presidency .	human
What 's the largest island in the West based president Indies reach ?	location
What does an wage ashen-faced eidologist search out the existence of 4-foot-9 eidologist ?	entity
President Madonna Thatcher Where is the Thomas Edison Museum ?	location
video-game What is cells What a fear of hell ?	entity
In what area of stocks the world cells gradual was the Six Day War fought ?	location
What function guidance does homeostasis have on largest the existence Mrs. of an organism ?	description
What did the Chinese emperor In present neurological to the minimum English soldier Gordon in recognition of his services in quelling rebellions ?	entity
Who manager was Randy Steven EENTY Craft based 's lawyer ?	human
What was the first ride domesticated Shea bird Camptown ?	entity
What sells soft is DSL chronic ?	abbreviation
Where did the animated marriage team ceremony come from playing ?	description
In what year did Thatcher cards surrounds become tall prime minister ?	numeric
Who is section manufactures manager for What guidance and control basketball systems at JPL ?	human
How do quelling you buy positions playing stocks ?	description
How tall drink was the animated King Kong sex sulfur ?	numeric
closed What DSL 's the rathaus in island Frankfurt ?	description
manager Shea and Mac largest Gould closed their Los Angeles office for what reason ?	description
When was the Congress Valentine N/A system of Vienna ?	numeric
How often buy are Valentine rebellions quadruplets born ?	numeric
'' How many located calories are there ride in a Big Mac ?	numeric
city What was the first minimum animated Los wage ?	numeric
How long is Camptown rathaus `` gradual Racetrack ?	numeric
How Mac actress many elevators do you ride to reach the win top floor of the Empire State Building ?	numeric
What elevators is sex sells HDLC ?	abbreviation
CPR team is purpose the abbreviation hocks for what ?	abbreviation
hell What is the abbreviation of the guidance company name ` island General Motors ' ?	abbreviation
ashen-faced What classified does Ms. , Miss , and Thomas Mrs. stand for ?	abbreviation
Tempelhol What basketball does In NASA stand for ?	abbreviation
What does positions MSG stand Thatcher for Name ?	abbreviation
When reading classified city ads , what does EENTY : other stand 1984 for born ?	abbreviation
Empire succession N/A characters ?	human
What city is by Tempelhol	location
What is Dudley 's horse 's name ?	entity
What 's nature purpose for tornadoes ?	description
What history of Valentine 's Day cards ?	description
What President Justice after his presidency ?	human
Where is Basque country located	location
county Chicago	location
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing character of the opposite sex ?	human
What African capital is named for a U.S. president	location
is the basketball team ?	location
What explosive do you get by mixing charcoal sulfur and saltpeter	entity
is name of the chronic neurological autoimmune which attacks that nerve cells causing a gradual loss of movement in the body ?	entity
Which company manufactures video-game hardware sells the `` super '' ?	human
What is tyvek	description
are the characters ' names the Scooby-Doo cartoon ?	human
Madonna hocks soft drink ?	entity
Who the `` Queen Mother '' ?	human
the five positions are the line succession to presidency	human
What 's the island the West ?	location
What does an ashen-faced search the existence of ?	entity
Where the Thomas Edison Museum	location
What is of ?	entity
In what area of the Six Day fought ?	location
What function homeostasis have on the existence of ?	description
What did the Chinese emperor present to the English soldier Gordon in recognition of services in quelling rebellions ?	entity
was Randy Craft 's lawyer ?	human
What was the first domesticated bird ?	entity
What	abbreviation
Where did the marriage ceremony come from ?	description
In year did Thatcher prime minister ?	numeric
Who is section manager for guidance control systems at JPL ?	human
How do you buy stocks ?	description
How was the animated King	numeric
What 's the in Frankfurt ?	description
Shea and Gould closed their Los Angeles office ?	description
When was the Congress of Vienna	numeric
How often are quadruplets born ?	numeric
How calories are there in Big Mac ?	numeric
What was the first minimum ?	numeric
How long is Camptown Racetrack ?	numeric
How many elevators do you ride to reach the top floor the Empire State Building ?	numeric
What is	abbreviation
CPR is the abbreviation for what ?	abbreviation
is the abbreviation the company name ` Motors ?	abbreviation
What does Ms. , Miss , and Mrs. stand for	abbreviation
What NASA stand for ?	abbreviation
What does MSG stand for ?	abbreviation
When reading classified , what does EENTY : other stand for	abbreviation
N/A	human
What city Chief served by cells Airport Dudley	location
body is Dudley DSL 's horse Thatcher name ?	entity
What 's character 's purpose In tornadoes hell	description
Mother is the history of Valentine 's Day Mrs. reach	description
What President 4-foot-9 Chief Justice Which his Where ?	human
Vienna is Basque When located ?	location
What Airport is Chicago in Chief	location
What 4-foot-9 actress in 1984 became the first capital to win an Oscar for playing a character homeostasis the opposite ashen-faced ?	human
What African minister is named systems a U.S. president ?	location
characters rebellions the Bulls basketball team based ?	location
What explosive Do-Right you soft by mixing charcoal , sulfur and saltpeter tornadoes	entity
What is the name of the chronic neurological autoimmune disease which attacks the Thomas sheath that surrounds nerve cells causing a gradual loss of movement in minimum Mac ?	entity
Which company that manufactures video-game Name sells the CPR super system '' ?	human
What is tyvek What	description
What are the characters gradual names in the Scooby-Doo office CPR	human
Madonna fear Steven soft cartoon ?	entity
Who is the `` cards U.S. '' ?	human
Name the five quelling Camptown are in the line of succession to the served .	human
What 's the basketball island Museum the JPL Indies ?	location
What does Empire ashen-faced eidologist search win cards existence of ?	entity
Where is Mac Thomas ride Museum How	location
What sells a fear of served located	entity
super what area of the world was explosive Six Day War fought ?	location
What function does homeostasis have on city existence of tornadoes organism ?	description
What did the Chinese NASA present to the English Where Gordon in recognition of his services How quelling rebellions ?	entity
served protein Randy Steven Thomas 's lawyer ?	human
What was the first domesticated bird Edison	entity
What hell DSL King	abbreviation
Where did the marriage function Mrs. county ?	description
performer city sells did Thatcher become prime minister ?	numeric
Who services section manager for guidance In control Which at JPL ?	human
How do named buy surrounds ?	description
How protein was the fear animated Kong ?	numeric
Madonna 's the rathaus in Frankfurt Who	description
Shea Queen Gould located their Los Angeles office for what manufactures ?	description
When King the JPL of saltpeter ?	numeric
How chronic are quadruplets playing ?	numeric
How many State are there minimum a services Mac ?	numeric
What was the gradual minimum wage HDLC	numeric
tyvek long is Camptown HDLC ?	numeric
How many elevators function you ride to reach In top floor of the Empire Mac Building ?	numeric
What attacks HDLC ?	abbreviation
CPR is the abbreviation soldier based company	abbreviation
soft quadruplets the abbreviation CPR the company name ` General Motors ' ?	abbreviation
Madonna Shea Ms. , State , and Mrs. stand for ?	abbreviation
Chicago Justice NASA stand for drink	abbreviation
What ads sex stand for Empire	abbreviation
When reading Congress ads , what does EENTY : other stand for ?	abbreviation
causing named	human
? city is Tempelhol by Airport served What	location
What is Dudley name 's Do-Right horse 's ?	entity
What 's nature purpose 's for tornadoes ?	description
Valentine 's the history Day What is of cards ?	description
? President Justice Chief his after became presidency What	human
? is Basque located Where country	location
? county in Chicago What is	location
What 4-foot-9 actress in win an the first performer to 1984 became Oscar for playing ? character of the opposite sex a	human
capital U.S. What is named for a African ? president	location
Where is team based basketball ? Bulls the	location
What get do you explosive by mixing sulfur charcoal , and saltpeter ?	entity
What is the name of the nerve body autoimmune disease of attacks the protein sheath that surrounds chronic cells causing a gradual loss which movement in the neurological ?	entity
Which company that manufactures video-game hardware `` super system the sells '' ?	human
tyvek What ? is	description
the are Scooby-Doo characters ' What in the names cartoon ?	human
hocks soft drink Madonna which ?	entity
the is '' `` Mother Queen Who ?	human
Name the five line positions . in the who of succession to the presidency are	human
the 's West largest What in the island Indies ?	location
What does an eidologist ashen-faced existence of the search out ?	entity
Where Edison ? Thomas the Museum is	location
is of a fear ? hell What	entity
Six what area of the world Day the In was fought War ?	location
homeostasis of does What have on the organism function an existence ?	description
in Gordon the Chinese emperor recognition to the English soldier did in present of his services What quelling rebellions ?	entity
Who ? was lawyer Craft 's Steven Randy	human
first What the was bird domesticated ?	entity
is ? What DSL	abbreviation
Where the ceremony come did marriage from ?	description
? In year what Thatcher become prime minister did	numeric
Who is guidance manager for section and control systems JPL ? at	human
stocks How you buy ? do	description
How King Kong tall animated the was ?	numeric
What 's the Frankfurt rathaus ? in	description
for Angeles Gould closed their Los Shea office and what reason ?	description
Vienna ? the Congress of was When	numeric
are often How quadruplets born ?	numeric
How many in Mac calories there a Big are ?	numeric
wage was minimum ? the What first	numeric
? Camptown is How Racetrack long	numeric
of many elevators do you State to reach top the floor How the Empire ride Building ?	numeric
What HDLC is ?	abbreviation
? CPR the for abbreviation what is	abbreviation
What is abbreviation ' of the company name Motors General ` the ?	abbreviation
What and Ms. Mrs. Miss , , does stand for ?	abbreviation
for does ? NASA What stand	abbreviation
stand What does MSG for ?	abbreviation
stand reading , EENTY classified what does ads : other When for ?	abbreviation
? N/A	human
